"REF_DATE","GEO","DGUID","Industry","Business dynamics measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-01","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","35","","","","0"
"2019-02","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","36","","","","0"
"2019-03","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","41","","","","0"
"2019-04","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","41","","","","0"
"2019-05","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","37","","","","0"
"2019-06","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","41","","","","0"
"2019-07","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","40","","","","0"
"2019-08","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","42","","","","0"
"2019-09","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","41","","","","0"
"2019-10","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","40","","","","0"
"2019-11","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","35","","","","0"
"2019-12","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","45","","","","0"
"2020-01","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","33","","","","0"
"2020-02","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","38","","","","0"
"2020-03","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","32","","","","0"
"2020-04","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","28","","","","0"
"2020-05","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","48","","","","0"
"2020-06","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","39","","","","0"
"2020-07","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","26","","","","0"
"2020-08","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Opening businesses","Number","223","units","0","v1203705301","16.2.2","38","","","","0"
"2019-01","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","574","","","","0"
"2019-02","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","565","","","","0"
"2019-03","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","559","","","","0"
"2019-04","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","573","","","","0"
"2019-05","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","569","","","","0"
"2019-06","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","559","","","","0"
"2019-07","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","561","","","","0"
"2019-08","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","555","","","","0"
"2019-09","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","553","","","","0"
"2019-10","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","554","","","","0"
"2019-11","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","554","","","","0"
"2019-12","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","549","","","","0"
"2020-01","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","559","","","","0"
"2020-02","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","551","","","","0"
"2020-03","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","534","","","","0"
"2020-04","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","520","","","","0"
"2020-05","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","500","","","","0"
"2020-06","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","506","","","","0"
"2020-07","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","501","","","","0"
"2020-08","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Continuing businesses","Number","223","units","0","v1203705302","16.2.3","497","","","","0"
"2019-01","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","42","","","","0"
"2019-02","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","46","","","","0"
"2019-03","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","43","","","","0"
"2019-04","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","26","","","","0"
"2019-05","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","43","","","","0"
"2019-06","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","48","","","","0"
"2019-07","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","42","","","","0"
"2019-08","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","47","","","","0"
"2019-09","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","45","","","","0"
"2019-10","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","41","","","","0"
"2019-11","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","36","","","","0"
"2019-12","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","40","","","","0"
"2020-01","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","34","","","","0"
"2020-02","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","43","","","","0"
"2020-03","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","56","","","","0"
"2020-04","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","44","","","","0"
"2020-05","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","46","","","","0"
"2020-06","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","43","","","","0"
"2020-07","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","44","","","","0"
"2020-08","Ontario ","2016A000235","Forestry, fishing and hunting [11]","Closing businesses","Number","223","units","0","v1203705303","16.2.4","32","","","","0"
"2019-01","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","471","","","","0"
"2019-02","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","465","","","","0"
"2019-03","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","464","","","","0"
"2019-04","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","467","","","","0"
"2019-05","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","459","","","","0"
"2019-06","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","465","","","","0"
"2019-07","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","452","","","","0"
"2019-08","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","450","","","","0"
"2019-09","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","447","","","","0"
"2019-10","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","449","","","","0"
"2019-11","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","447","","","","0"
"2019-12","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","452","","","","0"
"2020-01","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","437","","","","0"
"2020-02","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","438","","","","0"
"2020-03","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","436","","","","0"
"2020-04","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","428","","","","0"
"2020-05","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","434","","","","0"
"2020-06","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","429","","","","0"
"2020-07","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","430","","","","0"
"2020-08","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Active businesses","Number","223","units","0","v1203705304","16.3.1","430","","","","0"
"2019-01","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Opening businesses","Number","223","units","0","v1203705305","16.3.2","","x","","","0"
"2019-02","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Opening businesses","Number","223","units","0","v1203705305","16.3.2","","x","","","0"
"2019-03","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Opening businesses","Number","223","units","0","v1203705305","16.3.2","","x","","","0"
"2019-04","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Opening businesses","Number","223","units","0","v1203705305","16.3.2","","x","","","0"
"2019-05","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Opening businesses","Number","223","units","0","v1203705305","16.3.2","","x","","","0"
"2019-06","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Opening businesses","Number","223","units","0","v1203705305","16.3.2","","x","","","0"
"2019-07","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Opening businesses","Number","223","units","0","v1203705305","16.3.2","","x","","","0"
"2019-08","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Opening businesses","Number","223","units","0","v1203705305","16.3.2","","x","","","0"
"2019-09","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Opening businesses","Number","223","units","0","v1203705305","16.3.2","","x","","","0"
"2019-10","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Opening businesses","Number","223","units","0","v1203705305","16.3.2","","x","","","0"
"2019-11","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Opening businesses","Number","223","units","0","v1203705305","16.3.2","","x","","","0"
"2019-12","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Opening businesses","Number","223","units","0","v1203705305","16.3.2","","x","","","0"
"2020-01","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Opening businesses","Number","223","units","0","v1203705305","16.3.2","","x","","","0"
"2020-02","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Opening businesses","Number","223","units","0","v1203705305","16.3.2","","x","","","0"
"2020-03","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Opening businesses","Number","223","units","0","v1203705305","16.3.2","","x","","","0"
"2020-04","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Opening businesses","Number","223","units","0","v1203705305","16.3.2","","x","","","0"
"2020-05","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Opening businesses","Number","223","units","0","v1203705305","16.3.2","","x","","","0"
"2020-06","Ontario ","2016A000235","Mining, quarrying, and oil and gas extraction [21]","Opening businesses","Number","223","units","0","v1203705305","16.3.2","","x","","","0"
